query_id,cost_ratio,detour_m,diverge_lat,diverge_lon,progress_fraction,straight_line_km
2,1.004322,61.980000,40.766931,-73.959741,0.528523,10.631302
4,1.022802,193.990000,40.813013,-74.003466,0.650259,8.098772
6,1.008814,62.610000,40.738862,-73.977100,0.002857,5.773223
8,1.003211,48.980000,40.743127,-73.951291,0.738462,4.363547
9,1.000315,4.320000,40.820694,-73.954560,0.149837,13.561170
11,1.004904,50.850000,40.812120,-73.935934,0.467991,9.258219
13,1.012923,150.980000,40.745601,-73.939266,0.273543,4.330376
16,1.051492,155.780000,40.750209,-74.008171,0.007143,2.668573
18,1.006385,20.970000,40.842397,-73.987722,0.288660,2.699529
19,1.002462,6.970000,40.792346,-73.946218,0.916667,2.200167
21,1.021475,59.910000,40.718290,-73.987433,0.267974,2.197885
22,1.002667,28.040000,40.808434,-74.008319,0.166667,8.626479
24,1.027282,396.470000,40.827019,-73.952134,0.002601,13.433110
30,1.020237,146.200000,40.864883,-73.994064,0.003257,5.974223
31,1.000310,3.640000,40.743127,-73.951291,0.682093,3.501336
32,1.016945,41.890000,40.749335,-73.945415,0.390244,1.951276
38,1.032218,313.210000,40.724839,-73.994117,0.053892,8.613810
46,1.008193,119.640000,40.726054,-73.939893,0.016260,6.746503
48,1.010870,191.670000,40.719393,-73.985885,0.149254,10.331888
49,1.012809,218.060000,40.714478,-73.933489,0.154971,12.355996
53,1.000455,11.540000,40.766931,-73.959741,0.222753,7.694702
55,1.014386,178.510000,40.749786,-73.983575,0.040426,7.434759
58,1.003229,47.280000,40.745750,-73.939933,0.577236,11.436254
59,1.062154,778.900000,40.766719,-73.969127,0.001733,11.635560
60,1.020553,272.430000,40.835059,-73.946586,0.001678,3.479583
62,1.021113,170.090000,40.789069,-73.976007,0.076687,7.914923
63,1.013565,185.600000,40.808080,-73.930637,0.001477,11.522425
64,1.000227,2.110000,40.776260,-73.982226,0.206612,6.532915
65,1.002126,13.970000,40.736449,-74.001030,0.417367,5.894451
70,1.022505,158.080000,40.751718,-73.933676,0.706612,4.507404
73,1.035125,597.420000,40.841433,-73.924898,0.006427,16.154229
77,1.009585,143.130000,40.723613,-73.939406,0.146048,11.675096
79,1.019066,53.510000,40.768648,-73.985362,0.873563,2.507419
81,1.004964,73.880000,40.729724,-73.986852,0.612944,6.242826
83,1.037324,222.880000,40.725977,-73.950097,0.439689,4.628544
85,1.000756,7.540000,40.796705,-73.949359,0.501193,8.878283
88,1.011733,134.670000,40.737170,-74.005757,0.702509,11.186618
90,1.014014,272.310000,40.801884,-73.933979,0.694550,15.413517
91,1.011835,241.810000,40.722441,-74.011838,0.080483,19.176619
94,1.018505,283.300000,40.725509,-73.951778,0.043544,11.677444
102,1.010871,57.740000,40.774324,-73.963599,0.022936,3.985722
103,1.001996,50.700000,40.798819,-73.952127,0.554527,4.797784
105,1.001327,15.280000,40.743127,-73.951291,0.850877,8.033632
106,1.003131,39.630000,40.774951,-73.961144,0.341629,3.829565
107,1.001180,10.570000,40.798819,-73.952127,0.027638,8.127511
110,1.005310,47.800000,40.767760,-73.962054,0.236842,5.800857
115,1.009757,65.790000,40.842230,-73.927460,0.572414,5.644239
116,1.021227,338.960000,40.766931,-73.959741,0.319340,8.198611
118,1.007411,115.340000,40.772380,-73.982482,0.687589,15.240113
120,1.011658,183.830000,40.747218,-73.981387,0.356858,15.118914
124,1.003971,50.120000,40.831383,-73.926305,0.921536,11.146309
128,1.001492,20.620000,40.726287,-73.921078,0.105691,7.953797
132,1.014543,245.790000,40.840723,-73.940170,0.001577,13.372742
134,1.041342,592.890000,40.837373,-73.920481,0.094801,13.498510
135,1.002841,41.940000,40.752736,-73.967156,0.640736,13.903455
137,1.004927,62.380000,40.717503,-73.948273,0.015656,9.604578
141,1.012660,187.670000,40.734211,-73.937871,0.636816,10.754848
142,1.043797,849.100000,40.721305,-74.001399,0.001062,18.367360
143,1.021555,86.770000,40.721923,-74.005369,0.252336,3.559970
147,1.025763,419.030000,40.762130,-73.961949,0.359712,12.899514
149,1.027096,317.040000,40.738974,-73.987437,0.263844,10.110778
150,1.002630,4.260000,40.716460,-73.982640,0.708333,1.384190
152,1.023267,192.940000,40.730180,-73.992756,0.238397,8.082737
154,1.014361,219.110000,40.734071,-73.918616,0.103503,10.901973
155,1.023243,459.080000,40.718490,-73.946744,0.058041,15.729037
156,1.013562,306.120000,40.868700,-73.920128,0.057421,17.888388
157,1.009117,126.120000,40.814016,-73.934870,0.010511,13.436581
159,1.002041,6.750000,40.827571,-73.935999,0.809816,2.828321
167,1.019988,296.720000,40.762130,-73.961949,0.318255,7.836099
171,1.009275,92.770000,40.742836,-73.917137,0.527108,8.181551
172,1.005306,84.930000,40.835294,-73.944128,0.003350,12.025577
174,1.022769,83.380000,40.715132,-73.992333,0.163158,3.149124
175,1.000821,1.430000,40.810603,-74.005001,0.301587,1.251662
176,1.000347,3.190000,40.819430,-73.926824,0.190231,8.690298
177,1.028178,323.340000,40.737567,-74.009807,0.001704,10.630876
178,1.000876,8.460000,40.754660,-73.975697,0.116505,8.177994
180,1.000215,3.020000,40.809475,-73.935987,0.241071,10.557103
181,1.001646,11.590000,40.762921,-73.989358,0.366864,4.152417
183,1.011458,28.250000,40.716370,-74.016440,0.075472,1.923362
184,1.000590,10.110000,40.716099,-73.996235,0.905063,5.836700
188,1.003376,35.790000,40.801049,-73.959730,0.001946,10.194979
190,1.000388,0.670000,40.740687,-73.981811,0.686047,1.527101
192,1.000505,3.400000,40.776240,-73.962202,0.092937,2.329601
193,1.000216,2.700000,40.723613,-73.939406,0.293103,10.075347
196,1.007058,74.410000,40.729832,-73.991431,0.699605,7.008526
197,1.008220,37.190000,40.838541,-73.921789,0.058824,3.598157
202,1.002026,26.770000,40.723613,-73.939406,0.062124,9.973003
203,1.019548,248.920000,40.762130,-73.961949,0.263158,8.344593
204,1.033982,589.110000,40.766931,-73.959741,0.321705,8.352024
205,1.003845,41.500000,40.763538,-73.971317,0.020202,8.619578
209,1.001993,33.760000,40.842906,-73.917978,0.067606,13.258616
212,1.025583,38.460000,40.819913,-73.992109,0.022727,1.128605
215,1.020743,282.990000,40.719483,-73.945526,0.006957,10.003515
216,1.001291,2.900000,40.783850,-73.950339,0.704545,2.099716
221,1.011930,201.250000,40.753094,-73.940564,0.815988,6.582317
222,1.019508,212.820000,40.734314,-73.983668,0.860262,7.688015
226,1.031187,289.650000,40.771713,-73.924492,0.041551,8.310884
227,1.011560,49.600000,40.801181,-73.967781,0.005988,3.699866
230,1.048746,67.380000,40.849404,-73.933670,0.062500,1.161432
235,1.017112,276.110000,40.739837,-74.002424,0.080906,15.075995
237,1.023860,250.960000,40.745601,-73.939266,0.166292,6.623028
241,1.004610,24.090000,40.742825,-73.996570,0.004292,4.432372
244,1.003503,33.980000,40.757028,-73.969903,0.878641,4.573000
245,1.003650,35.250000,40.827604,-73.914714,0.853488,9.068519
248,1.025818,429.320000,40.705544,-74.007941,0.001116,15.778907
249,1.004912,54.910000,40.759218,-73.965380,0.503198,7.704769
253,1.007063,19.810000,40.811951,-73.928636,0.935484,2.652668
255,1.008048,107.170000,40.805686,-73.942635,0.013180,12.266123
256,1.000282,4.660000,40.704760,-74.007008,0.983073,5.280310
258,1.014565,242.700000,40.841119,-73.939631,0.252044,15.496450
259,1.046024,534.960000,40.757752,-73.945866,0.212880,6.167736
262,1.005701,92.750000,40.721777,-73.950675,0.017673,12.417981
267,1.006194,73.810000,40.728805,-73.978493,0.008584,8.022402
269,1.005442,25.620000,40.766931,-73.959741,0.195556,3.509254
270,1.000165,1.470000,40.776260,-73.982226,0.056213,7.328264
272,1.001075,4.520000,40.738233,-73.977559,0.850000,3.582355
275,1.006681,141.000000,40.812120,-73.935934,0.299635,17.095936
276,1.000275,1.340000,40.759014,-73.968434,0.913495,4.861391
277,1.003419,49.420000,40.747218,-73.981387,0.434211,13.936106
